organization,work_area,name,latitude,longitude,depth,depth_source,watershid_id,lake_id,program
HAKAI,CALVERT,844 A,,,,,,,Nearshore
HAKAI,CALVERT,844 AS,,,,,,,Nearshore
HAKAI,CALVERT,844 B,,,,,,,Nearshore
HAKAI,CALVERT,844 C,,,,,,,Nearshore
HAKAI,CALVERT,844 D,,,,,,,Nearshore
HAKAI,CALVERT,844 DISCHARGEUS,,,,,844,844,Watershed
HAKAI,CALVERT,844 E,,,,,,,Nearshore
HAKAI,CALVERT,844 OUTLET,51.6581830000001,-128.002068,,land,,,Watershed
HAKAI,CALVERT,844 RSL,,,,,,,Nearshore
HAKAI,CALVERT,844 SSN844US,,,,,844,844,Watershed
HAKAI,CALVERT,844 US,,,,,844,844,Watershed
HAKAI,CALVERT,844 WSN,,,,,844,844,Watershed
HAKAI,CALVERT,844 WSN844,51.6613889000001,-127.9975,,land,844,844,Watershed
HAKAI,CALVERT,852777,,,,,,,Projects
HAKAI,CALVERT,857 OUTLET,,,,,,,Watershed
HAKAI,CALVERT,907641,,,,,,,Projects
HAKAI,CALVERT,9306921,,,,,,,Projects
HAKAI,CALVERT,94941,,,,,,,Projects
HAKAI,CALVERT,952 OUTLET,,,,,,,Watershed
HAKAI,CALVERT,9789149,,,,,,,Projects
HAKAI,CALVERT,A,,,,,,,Nearshore
HAKAI,CALVERT,ALCOVE,51.6752000000001,-128.1162,2.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,ARM05,,,,,,,Nearshore
HAKAI,CALVERT,ARMS01,51.70118333,-128.0738667,1.0,chart,,,Nearshore
HAKAI,CALVERT,ARMS02,51.7307333300001,-128.0090833,7.0,chart,,,Nearshore
HAKAI,CALVERT,ARMS03,51.7339000000001,-127.9967167,5.0,chart,,,Nearshore
HAKAI,CALVERT,ARMS04,51.7441833300001,-128.0713667,22.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,ARMS05,51.6490833300001,-128.1511667,2.0,chart,,,Nearshore
HAKAI,CALVERT,ARMS06,51.6491,-128.15525,2.0,chart,,,Nearshore
HAKAI,CALVERT,ARMS07,51.6646166700001,-128.0945833,3.0,chart,,,Nearshore
HAKAI,CALVERT,ARMS08,51.66703333,-128.13995,7.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,ARMS09,51.6802500000001,-128.1261,4.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,ARMS1,,,,,,,Nearshore
HAKAI,CALVERT,ARMS10,51.8036333300001,-128.2541667,2.0,chart,,,Nearshore
HAKAI,CALVERT,ARMS11,51.81435,-128.2370167,3.0,chart,,,Nearshore
HAKAI,CALVERT,ARMS12,51.84151667,-128.2643333,0.0,chart,,,Nearshore
HAKAI,CALVERT,ARMS2,,,,,,,Nearshore
HAKAI,CALVERT,ARMS3,,,,,,,Nearshore
HAKAI,CALVERT,ARMS4,,,,,,,Nearshore
HAKAI,CALVERT,ARMS5,,,,,,,Nearshore
HAKAI,CALVERT,ARMS6,,,,,,,Nearshore
HAKAI,CALVERT,ARMS7,,,,,,,Nearshore
HAKAI,CALVERT,ARMS8,,,,,,,Nearshore
HAKAI,CALVERT,ARMS9,,,,,,,Nearshore
HAKAI,CALVERT,ATHABASKA,,,,,,,Nearshore
HAKAI,CALVERT,A_EBB_11,,,,,,,Nearshore
HAKAI,CALVERT,A_HIGH11,,,,,,,Nearshore
HAKAI,CALVERT,A_LOW,,,,,,,Nearshore
HAKAI,CALVERT,A_LOW_11,,,,,,,Nearshore
HAKAI,CALVERT,B,,,,,,,Nearshore
HAKAI,CALVERT,BBLAUNCH,,,,,,,Nearshore
HAKAI,CALVERT,BBLAUNCHFEB,,,,,,,Nearshore
HAKAI,CALVERT,BBRECOVERY,,,,,,,Nearshore
HAKAI,CALVERT,BIODV1,,,,,,,Nearshore
HAKAI,CALVERT,BR1,,,,,,,Nearshore
HAKAI,CALVERT,BR1A,,,,,,,Nearshore
HAKAI,CALVERT,BR2,,,,,,,Nearshore
HAKAI,CALVERT,BR3,,,,,,,Nearshore
HAKAI,CALVERT,BR4,,,,,,,Nearshore
HAKAI,CALVERT,BR5,,,,,,,Nearshore
HAKAI,CALVERT,BR6,,,,,,,Nearshore
HAKAI,CALVERT,BR7,,,,,,,Nearshore
HAKAI,CALVERT,BR8,,,,,,,Nearshore
HAKAI,CALVERT,BRK01,51.9140000000001,-127.889,143.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,BRK02,51.9300000000001,-127.843,135.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,BRK03,51.946,-127.8,130.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,BRK04,51.955,-127.766,37.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,BRK05,51.958,-127.698,210.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,BUR1,51.9033000000001,-127.9467,346.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,BUR10,52.3467000000001,-126.9517,440.0,chart,,,Oceanography
HAKAI,CALVERT,BUR11,52.38,-126.8333,250.0,chart,,,Oceanography
HAKAI,CALVERT,BUR12,52.2867000000001,-126.9667,440.0,chart,,,Oceanography
HAKAI,CALVERT,BUR13,52.1917,-126.9067,270.0,chart,,,Oceanography
HAKAI,CALVERT,BUR14,52.1233,-126.785,290.0,chart,,,Oceanography
HAKAI,CALVERT,BUR15,52.0533,-126.705,225.0,chart,,,Oceanography
HAKAI,CALVERT,BUR16,52.0033000000001,-126.6883,60.0,chart,,,Oceanography
HAKAI,CALVERT,BUR1A,51.9560999970001,-127.763100003,40.0,chart,,,Nearshore
HAKAI,CALVERT,BUR1A ,51.9560999970001,-127.763100003,40.0,chart,,,Nearshore
HAKAI,CALVERT,BUR1AN,51.9638944270001,-127.765562395,25.0,chart,,,Nearshore
HAKAI,CALVERT,BUR1AS,51.9506870550001,-127.764189011,29.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,BUR2,51.9783,-127.68,239.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,BUR2E,51.976008924,-127.66465513,124.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,BUR2W,51.9797699050001,-127.700355454,115.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,BUR3,52.0617,-127.6567,340.0,chart,,,Oceanography
HAKAI,CALVERT,BUR4,52.1367000000001,-127.5867,425.0,chart,,,Oceanography
HAKAI,CALVERT,BUR5,52.2,-127.48,580.0,chart,,,Oceanography
HAKAI,CALVERT,BUR6,52.2383,-127.3767,580.0,chart,,,Oceanography
HAKAI,CALVERT,BUR7,52.275,-127.2567,570.0,chart,,,Oceanography
HAKAI,CALVERT,BUR8,52.33,-127.18,550.0,chart,,,Oceanography
HAKAI,CALVERT,BUR9,52.3217000000001,-127.0467,510.0,chart,,,Oceanography
HAKAI,CALVERT,B_EBB_11,,,,,,,Nearshore
HAKAI,CALVERT,B_LOW_11,,,,,,,Nearshore
HAKAI,CALVERT,C,,,,,,,Nearshore
HAKAI,CALVERT,CALVERT COFFEE,,,,,CALVERT,CALVERT,Watershed
HAKAI,CALVERT,CALVERT TAPWATER,,,,,CALVERT,CALVERT,Watershed
HAKAI,CALVERT,CALVERT_LODGE_POND,,,,,,,Nearshore
HAKAI,CALVERT,CAMPRIVER CAMPRIVER,,,,,CAMPRIVER,CAMPRIVER,Watershed
HAKAI,CALVERT,CAS1,,,,,,,Nearshore
HAKAI,CALVERT,CAS2,,,,,,,Nearshore
HAKAI,CALVERT,CHI5,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_EDGE 7,,,,,CHOKED_PASS_EDGE,CHOKED_PASS_EDGE,Watershed
HAKAI,CALVERT,CHOKED_PASS_EDGE 8,,,,,CHOKED_PASS_EDGE,CHOKED_PASS_EDGE,Watershed
HAKAI,CALVERT,CHOKED_PASS_EDGE1,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_EDGE10,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_EDGE11,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_EDGE12,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_EDGE2,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_EDGE3,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_EDGE7,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_EDGE8,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_INTERIOR1,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_INTERIOR4,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_INTERIOR5,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_INTERIOR6,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_INTERIOR9,,,,,,,Nearshore
HAKAI,CALVERT,CHOKED_PASS_KELP2,,,,,,,Nearshore
HAKAI,CALVERT,CHP,51.67495,-128.12056,,,,,Nearshore
HAKAI,CALVERT,CHPE2,,,,,,,Nearshore
HAKAI,CALVERT,CUMSACK CMSK,,,,,CUMSACK,CUMSACK,Watershed
HAKAI,CALVERT,CUMSACK YSI14,,,,,CUMSACK,CUMSACK,Watershed
HAKAI,CALVERT,CUMSACK YSI15,,,,,CUMSACK,CUMSACK,Watershed
HAKAI,CALVERT,CUMSACK YSI16,,,,,CUMSACK,CUMSACK,Watershed
HAKAI,CALVERT,CUMSACK YSI17,,,,,CUMSACK,CUMSACK,Watershed
HAKAI,CALVERT,D,,,,,,,Nearshore
HAKAI,CALVERT,D101 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1018 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1022 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1058 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1065 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1077 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1083 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1137 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1139 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1157 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1171 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1188 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1203 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1228 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1230 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1252 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1282 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1300 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D133 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1351 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1377 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1386 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1395 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1409 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1427 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D1439 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D249 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D419 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D424 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D435 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D482 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D484 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D491 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D536 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D556 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D570 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D579 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D590 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D595 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D640 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D640 RSL,,,,,,,Nearshore
HAKAI,CALVERT,D646 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D656 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D659 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D671 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D712 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D718 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D757 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D764 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D789 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D797 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D832 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D857 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D878 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D884 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D890 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D896 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D930 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D952 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,D973 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,DAWSON'S,,,,,,,Nearshore
HAKAI,CALVERT,DAWSONS,51.5740000000001,-127.5923,15.0,chart,,,Oceanography
HAKAI,CALVERT,DAWSONS'S,,,,,,,Nearshore
HAKAI,CALVERT,DE1,52.1950000000001,-127.83167,490.0,chart,,,Oceanography
HAKAI,CALVERT,DE10,52.8333000000001,-126.9933,150.0,chart,,,Oceanography
HAKAI,CALVERT,DE11,52.8683,-127.0533,30.0,chart,,,Oceanography
HAKAI,CALVERT,DE2,52.2600600000001,-127.745883,440.0,chart,,,Oceanography
HAKAI,CALVERT,DE3,52.28333,-127.60833,300.0,chart,,,Oceanography
HAKAI,CALVERT,DE4,52.3420600000001,-127.4678,450.0,chart,,,Oceanography
HAKAI,CALVERT,DE5,52.4093,-127.3984,520.0,chart,,,Oceanography
HAKAI,CALVERT,DE6,52.45417,-127.25833,510.0,chart,,,Oceanography
HAKAI,CALVERT,DE7,52.5532000000001,-127.20525,400.0,chart,,,Oceanography
HAKAI,CALVERT,DE8,52.6268000000001,-127.0719,450.0,chart,,,Oceanography
HAKAI,CALVERT,DE9,52.7333,-126.955,450.0,chart,,,Oceanography
HAKAI,CALVERT,DFO1,51.4593,-127.6055,290.0,chart,,,Oceanography
HAKAI,CALVERT,DFO2,51.5208000000001,-127.5583,325.0,chart,,,Oceanography
HAKAI,CALVERT,DFO3,51.6008,-127.5313,320.0,chart,,,Oceanography
HAKAI,CALVERT,DFO4,51.6488000000001,-127.4493,300.0,chart,,,Oceanography
HAKAI,CALVERT,DFO5,51.6773000000001,-127.3122,190.0,chart,,,Oceanography
HAKAI,CALVERT,DFO7,,,,,,,Oceanography
HAKAI,CALVERT,DOCK1,,,,,,,Nearshore
HAKAI,CALVERT,DOFO1,,,,,,,Nearshore
HAKAI,CALVERT,E,,,,,,,Nearshore
HAKAI,CALVERT,ECP01,51.647074,-128.069224,,land,,,Watershed
HAKAI,CALVERT,ECP02,51.6467240000001,-128.06456,,land,,,Watershed
HAKAI,CALVERT,ECP03,51.6663040000001,-128.040436,,land,,,Watershed
HAKAI,CALVERT,ECP04,51.6604,-128.041509,,land,,,Watershed
HAKAI,CALVERT,ECP05,51.6421720000001,-127.990747,,land,,,Watershed
HAKAI,CALVERT,ECP06,51.6408260000001,-127.992834,,land,,,Watershed
HAKAI,CALVERT,ECP07,51.679284,-128.039157,,land,,,Watershed
HAKAI,CALVERT,ECP08,51.6346330000001,-128.096622,,land,,,Watershed
HAKAI,CALVERT,ECP09,51.642549,-128.061291,,land,,,Watershed
HAKAI,CALVERT,ECP10,51.6429200000001,-128.058904,,land,,,Watershed
HAKAI,CALVERT,ECP11,51.6525,-128.129337,,land,,,Watershed
HAKAI,CALVERT,ECP12,51.6640650000001,-128.038843,,land,,,Watershed
HAKAI,CALVERT,ECP13,51.6640600000001,-128.038265,,land,,,Watershed
HAKAI,CALVERT,ECP14,51.657649,-128.041852,,land,,,Watershed
HAKAI,CALVERT,ECP15,51.6407130000001,-128.119943,,land,,,Watershed
HAKAI,CALVERT,ECP16,51.6399250000001,-128.11833,,land,,,Watershed
HAKAI,CALVERT,ECP17,51.6399650000001,-128.11669,,land,,,Watershed
HAKAI,CALVERT,ECP18,51.638064,-128.117752,,land,,,Watershed
HAKAI,CALVERT,ECP19,51.6522840000001,-128.12979,,land,,,Watershed
HAKAI,CALVERT,ECP20,51.6514940000001,-128.128806,,land,,,Watershed
HAKAI,CALVERT,ECP21,51.653424,-128.130376,,land,,,Watershed
HAKAI,CALVERT,ECP22,51.6662140000001,-128.037359,,land,,,Watershed
HAKAI,CALVERT,ECP23,51.6610410000001,-128.041448,,land,,,Watershed
HAKAI,CALVERT,ECP24,51.6620740000001,-128.04209,,land,,,Watershed
HAKAI,CALVERT,ECP25,51.6448290000001,-128.064061,,land,,,Watershed
HAKAI,CALVERT,ECP26,51.6479360000001,-128.064181,,land,,,Watershed
HAKAI,CALVERT,ECP27,51.638721,-128.113705,,land,,,Watershed
HAKAI,CALVERT,ECP28,51.6414070000001,-128.115299,,land,,,Watershed
HAKAI,CALVERT,ECP29,51.6410240000001,-128.122358,,land,,,Watershed
HAKAI,CALVERT,ECP30,51.643384,-128.022838,,land,,,Watershed
HAKAI,CALVERT,ESTUARY_EDGE1,,,,,,,Nearshore
HAKAI,CALVERT,ESTUARY_EDGE2,,,,,,,Nearshore
HAKAI,CALVERT,ESTUARY_EDGE3,,,,,,,Nearshore
HAKAI,CALVERT,ESTUARY_INTERIOR4,,,,,,,Nearshore
HAKAI,CALVERT,ESTUARY_INTERIOR5,,,,,,,Nearshore
HAKAI,CALVERT,ESTUARY_INTERIOR6,,,,,,,Nearshore
HAKAI,CALVERT,F,,,,,,,Nearshore
HAKAI,CALVERT,FAN1,,,,,,,Nearshore
HAKAI,CALVERT,FAN3,,,,,,,Nearshore
HAKAI,CALVERT,FC1,52.0467000000001,-127.9167,369.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FC2,52.1179833300001,-127.8811,495.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FC3,52.1650000000001,-127.8633,573.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FCV_A,,,,,,,Nearshore
HAKAI,CALVERT,FCV_B,,,,,,,Nearshore
HAKAI,CALVERT,FCV_C,,,,,,,Nearshore
HAKAI,CALVERT,FEI10,,,,,,,Nearshore
HAKAI,CALVERT,FEI11,,,,,,,Nearshore
HAKAI,CALVERT,FEI12,,,,,,,Nearshore
HAKAI,CALVERT,FEI13,,,,,,,Nearshore
HAKAI,CALVERT,FEI2,,,,,,,Nearshore
HAKAI,CALVERT,FEI3,,,,,,,Nearshore
HAKAI,CALVERT,FEI4,,,,,,,Nearshore
HAKAI,CALVERT,FEI8,,,,,,,Nearshore
HAKAI,CALVERT,FEI9,,,,,,,Nearshore
HAKAI,CALVERT,FHE01,,,,,,,Nearshore
HAKAI,CALVERT,FHE02,51.6139000000001,-127.754,180.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Nearshore
HAKAI,CALVERT,FHE03,,,,,,,Nearshore
HAKAI,CALVERT,FHE04,51.6559,-127.8275,25.0,chart,,,Nearshore
HAKAI,CALVERT,FHE05,,,,,,,Nearshore
HAKAI,CALVERT,FISHEGGNS,,,,,,,Nearshore
HAKAI,CALVERT,FISHEGGOS,,,,,,,Nearshore
HAKAI,CALVERT,FLOC 100_T2,,,,,FLOC,FLOC,Watershed
HAKAI,CALVERT,FLOC 60_T2,,,,,FLOC,FLOC,Watershed
HAKAI,CALVERT,FOGGYCOVEA,,,,,,,Nearshore
HAKAI,CALVERT,FOGGYCOVEB,,,,,,,Nearshore
HAKAI,CALVERT,FOGGYCOVEC,,,,,,,Nearshore
HAKAI,CALVERT,FZ07,,,,,,,Nearshore
HAKAI,CALVERT,FZ08,,,,,,,Nearshore
HAKAI,CALVERT,FZH01,51.6394000000001,-127.8958,294.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FZH02,51.6683,-127.8714,18.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FZH03,51.6921,-127.884,25.0,chart,,,Oceanography
HAKAI,CALVERT,FZH04,51.821,-127.955,311.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FZH06,,,,,,,Oceanography
HAKAI,CALVERT,FZH07,51.7034,-127.9373,330.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FZH08,51.7590000000001,-127.9436,379.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FZH09,51.8960000000001,-127.982,302.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FZH10,51.9020000000001,-127.935,341.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FZH11,51.4980800000001,-127.796333,185.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FZH12,51.5278000000001,-127.89195,107.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,FZH13,51.5724000000001,-127.8524,232.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,FZH14,51.7503,-127.976,421.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,GOG1,51.92506,-128.468527,0.0,chart,,,Nearshore
HAKAI,CALVERT,GOG2,,,,,,,Nearshore
HAKAI,CALVERT,GOG3,,,,,,,Nearshore
HAKAI,CALVERT,GOG4,,,,,,,Nearshore
HAKAI,CALVERT,GOLDEN,51.9032,-128.2131,2.0,chart,,,Nearshore
HAKAI,CALVERT,GOLDSTREAMARMS,,,,,,,Nearshore
HAKAI,CALVERT,GOODLADNS,,,,,,,Nearshore
HAKAI,CALVERT,GOODLADOS,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE,51.9197,-128.4602,5.0,chart,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHEAST_EDGE1,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHEAST_EDGE2,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHEAST_EDGE3,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHEAST_INTERIOR4,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHEAST_INTERIOR5,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHEAST_INTERIOR6,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHWEST_EDGE1,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHWEST_EDGE2,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHWEST_EDGE3,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHWEST_INTERIOR4,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHWEST_INTERIOR5,,,,,,,Nearshore
HAKAI,CALVERT,GOOSE_SOUTHWEST_INTERIOR6,,,,,,,Nearshore
HAKAI,CALVERT,GOSLING,,,,,,,Nearshore
HAKAI,CALVERT,HA1,51.6967000000001,-127.555,317.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Nearshore
HAKAI,CALVERT,HAB1,,,,,,,Nearshore
HAKAI,CALVERT,HAB2,51.6638,-128.139967,1.0,chart,,,Nearshore
HAKAI,CALVERT,HAB4,51.6653000000001,-128.07898,55.0,chart,,,Nearshore
HAKAI,CALVERT,HAB5,,,,,,,Nearshore
HAKAI,CALVERT,HAB6,,,,,,,Nearshore
HAKAI,CALVERT,HAB7,,,,,,,Nearshore
HAKAI,CALVERT,HAK1,51.7112000000001,-128.2313,141.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,HAKAI0007,,,,,,,Nearshore
HAKAI,CALVERT,HAKAI006,,,,,,,Nearshore
HAKAI,CALVERT,HALRECOVERY,,,,,,,Nearshore
HAKAI,CALVERT,HBO,,,,,,,Nearshore
HAKAI,CALVERT,HDO,,,,,,,Nearshore
HAKAI,CALVERT,HE11F,,,,,,,Nearshore
HAKAI,CALVERT,HE11S,,,,,,,Nearshore
HAKAI,CALVERT,HE12F,,,,,,,Nearshore
HAKAI,CALVERT,HE12S,,,,,,,Nearshore
HAKAI,CALVERT,HE14F,,,,,,,Nearshore
HAKAI,CALVERT,HE14S,,,,,,,Nearshore
HAKAI,CALVERT,HE15F,,,,,,,Nearshore
HAKAI,CALVERT,HE15S,,,,,,,Nearshore
HAKAI,CALVERT,HE16F,,,,,,,Nearshore
HAKAI,CALVERT,HE16S,,,,,,,Nearshore
HAKAI,CALVERT,HKP,,,,,,,Nearshore
HAKAI,CALVERT,HKP01,51.7182000000001,-128.079,302.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,HKP02,,,,,,,Oceanography
HAKAI,CALVERT,HKP03,51.7015000000001,-128.1636,120.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,HKP04,51.7425000000001,-128.0068,429.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,HKP05,51.7090000000001,-128.123,229.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,HKP06,51.7300000000001,-128.041,390.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,HKP064,,,,,,,Oceanography
HAKAI,CALVERT,HKP1,,,,,,,Oceanography
HAKAI,CALVERT,HKP3,,,,,,,Oceanography
HAKAI,CALVERT,HKPGLIDERNEAR04,,,,,,,Nearshore
HAKAI,CALVERT,HL15_1,,,,,,,Nearshore
HAKAI,CALVERT,HL15_2,,,,,,,Nearshore
HAKAI,CALVERT,HL15_3,,,,,,,Nearshore
HAKAI,CALVERT,HL15_4,,,,,,,Nearshore
HAKAI,CALVERT,HL15_5,,,,,,,Nearshore
HAKAI,CALVERT,HL15_6,,,,,,,Nearshore
HAKAI,CALVERT,HL15_7,,,,,,,Nearshore
HAKAI,CALVERT,HL15_8,,,,,,,Nearshore
HAKAI,CALVERT,HL15_9,,,,,,,Nearshore
HAKAI,CALVERT,HL15__4,,,,,,,Nearshore
HAKAI,CALVERT,HOMATHKO HT5KM,,,,,HOMATHKO,HOMATHKO,Watershed
HAKAI,CALVERT,HOMATHKO UPSTREAMOFAIRSTRIP,,,,,HOMATHKO,HOMATHKO,Watershed
HAKAI,CALVERT,HOMATHKO YSI2,,,,,HOMATHKO,HOMATHKO,Watershed
HAKAI,CALVERT,HOMATHKO YSI3,,,,,HOMATHKO,HOMATHKO,Watershed
HAKAI,CALVERT,HOMATHKO YSI4,,,,,HOMATHKO,HOMATHKO,Watershed
